PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38320757","The protein tyrosine phosphatase PPH-7 is required for fertility and embryonic development in C. elegans at elevated temperatures","Franziscus CA, Ritz D, Kappel NC, Solinger JA, Schmidt A, Spang A.","FEBS Open Bio. 2024 Mar;14(3):390-409. doi: 10.1002/2211-5463.13771. Epub 2024 Feb 6.","Franziscus CA","FEBS Open Bio","2024","2024/02/06","PMC10909979","","10.1002/2211-5463.13771"
"37345480","Effectors of anterior morphogenesis in C. elegans embryos","Balasubramaniam B, Topalidou I, Kelley M, Meadows SM, Funk O, Ailion M, Fay DS.","Biol Open. 2023 Jul 15;12(7):bio059982. doi: 10.1242/bio.059982. Epub 2023 Jul 5.","Balasubramaniam B","Biol Open","2023","2023/06/22","PMC10339035","","10.1242/bio.059982"
"18542866","A high throughput platform for eukaryotic genes","Chen Y, Qiu S, Luan CH, Luo M.","Methods Mol Biol. 2008;426:209-20. doi: 10.1007/978-1-60327-058-8_13.","Chen Y","Methods Mol Biol","2008","2008/06/11","","","10.1007/978-1-60327-058-8_13"
"12783458","Profiling stage-dependent changes of protein expression in Caenorhabditis elegans by mass spectrometric proteome analysis leads to the identification of stage-specific marker proteins","Mádi A, Mikkat S, Ringel B, Thiesen HJ, Glocker MO.","Electrophoresis. 2003 Jun;24(11):1809-17. doi: 10.1002/elps.200305390.","Mádi A","Electrophoresis","2003","2003/06/05","","","10.1002/elps.200305390"
"36821635","Nanoparticulate air pollution disrupts proteostasis in Caenorhabditis elegans","Garcia Manriquez BA, Papapanagiotou JA, Strysick CA, Green EH, Kikis EA.","PLoS One. 2023 Feb 23;18(2):e0275137. doi: 10.1371/journal.pone.0275137. eCollection 2023.","Garcia Manriquez BA","PLoS One","2023","2023/02/23","PMC9949623","","10.1371/journal.pone.0275137"
"21774548","Orthogonal filtered recoupled-STOCSY to extract metabolic networks associated with minor perturbations from NMR spectroscopy","Blaise BJ, Navratil V, Emsley L, Toulhoat P.","J Proteome Res. 2011 Sep 2;10(9):4342-8. doi: 10.1021/pr200489n. Epub 2011 Aug 3.","Blaise BJ","J Proteome Res","2011","2011/07/22","","","10.1021/pr200489n"
"20472062","Chaperone networks: tipping the balance in protein folding diseases","Voisine C, Pedersen JS, Morimoto RI.","Neurobiol Dis. 2010 Oct;40(1):12-20. doi: 10.1016/j.nbd.2010.05.007. Epub 2010 May 21.","Voisine C","Neurobiol Dis","2010","2010/05/18","PMC3429345","NIHMS211616","10.1016/j.nbd.2010.05.007"
"28644434","Ageing and hypoxia cause protein aggregation in mitochondria","Kaufman DM, Wu X, Scott BA, Itani OA, Van Gilst MR, Bruce JE, Crowder CM.","Cell Death Differ. 2017 Oct;24(10):1730-1738. doi: 10.1038/cdd.2017.101. Epub 2017 Jun 23.","Kaufman DM","Cell Death Differ","2017","2017/06/24","PMC5596417","","10.1038/cdd.2017.101"
"39368088","High-content phenotypic analysis of a C. elegans recombinant inbred population identifies genetic and molecular regulators of lifespan","Gao AW, El Alam G, Zhu Y, Li W, Sulc J, Li X, Katsyuba E, Li TY, Overmyer KA, Lalou A, Mouchiroud L, Sleiman MB, Cornaglia M, Morel JD, Houtkooper RH, Coon JJ, Auwerx J.","Cell Rep. 2024 Oct 22;43(10):114836. doi: 10.1016/j.celrep.2024.114836. Epub 2024 Oct 4.","Gao AW","Cell Rep","2024","2024/10/05","PMC11996002","NIHMS2062451","10.1016/j.celrep.2024.114836"
"24692594","Visualizing and manipulating temporal signaling dynamics with fluorescence-based tools","Doupé DP, Perrimon N.","Sci Signal. 2014 Apr 1;7(319):re1. doi: 10.1126/scisignal.2005077.","Doupé DP","Sci Signal","2014","2014/04/03","PMC4319366","NIHMS660242","10.1126/scisignal.2005077"
"28857552","Precision Electrophile Tagging in Caenorhabditis elegans","Long MJC, Urul DA, Chawla S, Lin HY, Zhao Y, Haegele JA, Wang Y, Aye Y.","Biochemistry. 2018 Jan 16;57(2):216-220. doi: 10.1021/acs.biochem.7b00642. Epub 2017 Sep 12.","Long MJC","Biochemistry","2018","2017/09/01","PMC5770885","","10.1021/acs.biochem.7b00642"
"27373166","Oxidative Homeostasis Regulates the Response to Reductive Endoplasmic Reticulum Stress through Translation Control","Maity S, Rajkumar A, Matai L, Bhat A, Ghosh A, Agam G, Kaur S, Bhatt NR, Mukhopadhyay A, Sengupta S, Chakraborty K.","Cell Rep. 2016 Jul 19;16(3):851-65. doi: 10.1016/j.celrep.2016.06.025. Epub 2016 Jun 30.","Maity S","Cell Rep","2016","2016/07/05","","","10.1016/j.celrep.2016.06.025"
"25103243","The Caenorhabditis elegans pericentriolar material components SPD-2 and SPD-5 are monomeric in the cytoplasm before incorporation into the PCM matrix","Wueseke O, Bunkenborg J, Hein MY, Zinke A, Viscardi V, Woodruff JB, Oegema K, Mann M, Andersen JS, Hyman AA.","Mol Biol Cell. 2014 Oct 1;25(19):2984-92. doi: 10.1091/mbc.E13-09-0514. Epub 2014 Aug 7.","Wueseke O","Mol Biol Cell","2014","2014/08/09","PMC4230587","","10.1091/mbc.E13-09-0514"
"25903497","Measuring Food Intake and Nutrient Absorption in Caenorhabditis elegans","Gomez-Amaro RL, Valentine ER, Carretero M, LeBoeuf SE, Rangaraju S, Broaddus CD, Solis GM, Williamson JR, Petrascheck M.","Genetics. 2015 Jun;200(2):443-54. doi: 10.1534/genetics.115.175851. Epub 2015 Apr 21.","Gomez-Amaro RL","Genetics","2015","2015/04/24","PMC4492371","","10.1534/genetics.115.175851"
"36481452","Mass Spectrometry-Driven Discovery of Neuropeptides Mediating Nictation Behavior of Nematodes","Cockx B, Van Bael S, Boelen R, Vandewyer E, Yang H, Le TA, Dalzell JJ, Beets I, Ludwig C, Lee J, Temmerman L.","Mol Cell Proteomics. 2023 Feb;22(2):100479. doi: 10.1016/j.mcpro.2022.100479. Epub 2022 Dec 5.","Cockx B","Mol Cell Proteomics","2023","2022/12/08","PMC9881375","","10.1016/j.mcpro.2022.100479"
"22579613","PDF receptor signaling in Caenorhabditis elegans modulates locomotion and egg-laying","Meelkop E, Temmerman L, Janssen T, Suetens N, Beets I, Van Rompay L, Shanmugam N, Husson SJ, Schoofs L.","Mol Cell Endocrinol. 2012 Sep 25;361(1-2):232-40. doi: 10.1016/j.mce.2012.05.001. Epub 2012 May 11.","Meelkop E","Mol Cell Endocrinol","2012","2012/05/15","","","10.1016/j.mce.2012.05.001"
"15327975","Functional characterization of the putative orphan neuropeptide G-protein coupled receptor C26F1.6 in Caenorhabditis elegans","Mertens I, Vandingenen A, Meeusen T, Janssen T, Luyten W, Nachman RJ, De Loof A, Schoofs L.","FEBS Lett. 2004 Aug 27;573(1-3):55-60. doi: 10.1016/j.febslet.2004.07.058.","Mertens I","FEBS Lett","2004","2004/08/26","","","10.1016/j.febslet.2004.07.058"
"22175231","Potential new method of mixture effects testing using metabolomics and Caenorhabditis elegans","Jones OA, Swain SC, Svendsen C, Griffin JL, Sturzenbaum SR, Spurgeon DJ.","J Proteome Res. 2012 Feb 3;11(2):1446-53. doi: 10.1021/pr201142c. Epub 2012 Jan 11.","Jones OA","J Proteome Res","2012","2011/12/20","","","10.1021/pr201142c"
"27919065","Splicing factor 1 modulates dietary restriction and TORC1 pathway longevity in C. elegans","Heintz C, Doktor TK, Lanjuin A, Escoubas C, Zhang Y, Weir HJ, Dutta S, Silva-García CG, Bruun GH, Morantte I, Hoxhaj G, Manning BD, Andresen BS, Mair WB.","Nature. 2017 Jan 5;541(7635):102-106. doi: 10.1038/nature20789. Epub 2016 Dec 5.","Heintz C","Nature","2017","2016/12/06","PMC5361225","NIHMS830328","10.1038/nature20789"
"36374839","A Caenorhabditis elegans nck-1 and filamentous actin-regulating protein pathway mediates a key cellular defense against bacterial pore-forming proteins","Sitaram A, Yin Y, Zamaitis T, Zhang B, Aroian RV.","PLoS Pathog. 2022 Nov 14;18(11):e1010656. doi: 10.1371/journal.ppat.1010656. eCollection 2022 Nov.","Sitaram A","PLoS Pathog","2022","2022/11/14","PMC9704757","","10.1371/journal.ppat.1010656"
"31617758","In vitro and in vivo efficacy of Caenorhabditis elegans recombinant antimicrobial protein against Gram-negative bacteria","Mir DA, Balamurugan K.","Biofouling. 2019 Sep;35(8):900-921. doi: 10.1080/08927014.2019.1675048. Epub 2019 Oct 16.","Mir DA","Biofouling","2019","2019/10/17","","","10.1080/08927014.2019.1675048"
"26571414","Bioinformatic identification of cytochrome b5 homologues from the parasitic nematode Ascaris suum and the free-living nematode Caenorhabditis elegans highlights the crucial role of A. suum adult-specific secretory cytochrome b₅ in parasitic adaptation","Takamiya S, Hashimoto M, Mita T, Yokota T, Nakajima Y, Yamakura F, Sugio S, Fujimura T, Ueno T, Yamasaki H.","Parasitol Int. 2016 Apr;65(2):113-20. doi: 10.1016/j.parint.2015.11.004. Epub 2015 Nov 10.","Takamiya S","Parasitol Int","2016","2015/11/17","","","10.1016/j.parint.2015.11.004"
"26223767","Voltage-dependent anion channel (VDAC-1) is required for olfactory sensing in Caenorhabditis elegans","Uozumi T, Hamakawa M, Deno YK, Nakajo N, Hirotsu T.","Genes Cells. 2015 Oct;20(10):802-16. doi: 10.1111/gtc.12269. Epub 2015 Jul 30.","Uozumi T","Genes Cells","2015","2015/07/31","","","10.1111/gtc.12269"
"33472070","Reduced peroxisomal import triggers peroxisomal retrograde signaling","Rackles E, Witting M, Forné I, Zhang X, Zacherl J, Schrott S, Fischer C, Ewbank JJ, Osman C, Imhof A, Rolland SG.","Cell Rep. 2021 Jan 19;34(3):108653. doi: 10.1016/j.celrep.2020.108653.","Rackles E","Cell Rep","2021","2021/01/20","","","10.1016/j.celrep.2020.108653"
"29844055","Dual phosphorylation of Ric-8A enhances its ability to mediate G protein α subunit folding and to stimulate guanine nucleotide exchange","Papasergi-Scott MM, Stoveken HM, MacConnachie L, Chan PY, Gabay M, Wong D, Freeman RS, Beg AA, Tall GG.","Sci Signal. 2018 May 29;11(532):eaap8113. doi: 10.1126/scisignal.aap8113.","Papasergi-Scott MM","Sci Signal","2018","2018/05/31","PMC6526509","NIHMS1016563","10.1126/scisignal.aap8113"
"20804128","Proteomic and bioinformatic analysis of the root-knot nematode Meloidogyne hapla: the basis for plant parasitism","Mbeunkui F, Scholl EH, Opperman CH, Goshe MB, Bird DM.","J Proteome Res. 2010 Oct 1;9(10):5370-81. doi: 10.1021/pr1006069.","Mbeunkui F","J Proteome Res","2010","2010/09/01","","","10.1021/pr1006069"
"20924405","Desperately seeking microRNA targets","Thomas M, Lieberman J, Lal A.","Nat Struct Mol Biol. 2010 Oct;17(10):1169-74. doi: 10.1038/nsmb.1921.","Thomas M","Nat Struct Mol Biol","2010","2010/10/07","","","10.1038/nsmb.1921"
"37351740","Capillary electrophoresis-mass spectrometry as a tool for Caenorhabditis elegans metabolomics research","Salzer L, Schmitt-Kopplin P, Witting M.","Metabolomics. 2023 Jun 23;19(7):61. doi: 10.1007/s11306-023-02025-7.","Salzer L","Metabolomics","2023","2023/06/23","PMC10289983","","10.1007/s11306-023-02025-7"
"20485481","Massively parallel sequencing and analysis of the Necator americanus transcriptome","Cantacessi C, Mitreva M, Jex AR, Young ND, Campbell BE, Hall RS, Doyle MA, Ralph SA, Rabelo EM, Ranganathan S, Sternberg PW, Loukas A, Gasser RB.","PLoS Negl Trop Dis. 2010 May 11;4(5):e684. doi: 10.1371/journal.pntd.0000684.","Cantacessi C","PLoS Negl Trop Dis","2010","2010/05/21","PMC2867931","","10.1371/journal.pntd.0000684"
"28036392","A Differentiation Transcription Factor Establishes Muscle-Specific Proteostasis in Caenorhabditis elegans","Bar-Lavan Y, Shemesh N, Dror S, Ofir R, Yeger-Lotem E, Ben-Zvi A.","PLoS Genet. 2016 Dec 30;12(12):e1006531. doi: 10.1371/journal.pgen.1006531. eCollection 2016 Dec.","Bar-Lavan Y","PLoS Genet","2016","2016/12/31","PMC5201269","","10.1371/journal.pgen.1006531"
"37480489","Cannflavins isolated from Cannabis sativa impede Caenorhabditis elegans response to noxious heat","Lahaise M, Boujenoui F, Beaudry F.","Naunyn Schmiedebergs Arch Pharmacol. 2024 Jan;397(1):535-548. doi: 10.1007/s00210-023-02621-3. Epub 2023 Jul 22.","Lahaise M","Naunyn Schmiedebergs Arch Pharmacol","2024","2023/07/22","","","10.1007/s00210-023-02621-3"
"10900455","Yeast two-hybrid systems and protein interaction mapping projects for yeast and worm","Walhout AJ, Boulton SJ, Vidal M.","Yeast. 2000 Jun 30;17(2):88-94. doi: 10.1002/1097-0061(20000630)17:2<88::AID-YEA20>3.0.CO;2-Y.","Walhout AJ","Yeast","2000","2000/07/20","PMC2448329","","10.1002/1097-0061(20000630)17:2<88::AID-YEA20>3.0.CO;2-Y"
"34619358","Kinetic characterization and thermostability of C. elegans cytoplasmic and mitochondrial malate dehydrogenases","Thomas MJ, Cassidy ER, Robinson DS, Walstrom KM.","Biochim Biophys Acta Proteins Proteom. 2022 Jan;1870(1):140722. doi: 10.1016/j.bbapap.2021.140722. Epub 2021 Oct 4.","Thomas MJ","Biochim Biophys Acta Proteins Proteom","2022","2021/10/07","","","10.1016/j.bbapap.2021.140722"
"22306247","Silencing of FAD synthase gene in Caenorhabditis elegans upsets protein homeostasis and impacts on complex behavioral patterns","Liuzzi VC, Giancaspero TA, Gianazza E, Banfi C, Barile M, De Giorgi C.","Biochim Biophys Acta. 2012 Apr;1820(4):521-31. doi: 10.1016/j.bbagen.2012.01.012. Epub 2012 Jan 28.","Liuzzi VC","Biochim Biophys Acta","2012","2012/02/07","","","10.1016/j.bbagen.2012.01.012"
"32875367","In vitro and in vivo lipidomics as a tool for probiotics evaluation","Schifano E, Cicalini I, Pieragostino D, Heipieper HJ, Del Boccio P, Uccelletti D.","Appl Microbiol Biotechnol. 2020 Oct;104(20):8937-8948. doi: 10.1007/s00253-020-10864-w. Epub 2020 Sep 2.","Schifano E","Appl Microbiol Biotechnol","2020","2020/09/03","","","10.1007/s00253-020-10864-w"
"19456328","Identification of new members of the (short) neuropeptide F family in locusts and Caenorhabditis elegans","Clynen E, Husson SJ, Schoofs L.","Ann N Y Acad Sci. 2009 Apr;1163:60-74. doi: 10.1111/j.1749-6632.2008.03624.x.","Clynen E","Ann N Y Acad Sci","2009","2009/05/22","","","10.1111/j.1749-6632.2008.03624.x"
"37758951","piRNA processing by a trimeric Schlafen-domain nuclease","Podvalnaya N, Bronkhorst AW, Lichtenberger R, Hellmann S, Nischwitz E, Falk T, Karaulanov E, Butter F, Falk S, Ketting RF.","Nature. 2023 Oct;622(7982):402-409. doi: 10.1038/s41586-023-06588-2. Epub 2023 Sep 27.","Podvalnaya N","Nature","2023","2023/09/27","PMC10567574","","10.1038/s41586-023-06588-2"
"30055189","Oxaloacetate decarboxylase FAHD1 - a new regulator of mitochondrial function and senescence","Etemad S, Petit M, Weiss AKH, Schrattenholz A, Baraldo G, Jansen-Dürr P.","Mech Ageing Dev. 2019 Jan;177:22-29. doi: 10.1016/j.mad.2018.07.007. Epub 2018 Jul 25.","Etemad S","Mech Ageing Dev","2019","2018/07/29","","","10.1016/j.mad.2018.07.007"
"33976151","The double-stranded DNA-binding proteins TEBP-1 and TEBP-2 form a telomeric complex with POT-1","Dietz S, Almeida MV, Nischwitz E, Schreier J, Viceconte N, Fradera-Sola A, Renz C, Ceron-Noriega A, Ulrich HD, Kappei D, Ketting RF, Butter F.","Nat Commun. 2021 May 11;12(1):2668. doi: 10.1038/s41467-021-22861-2.","Dietz S","Nat Commun","2021","2021/05/12","PMC8113555","","10.1038/s41467-021-22861-2"
"32376478","Biochemical characterization of d-aspartate oxidase from Caenorhabditis elegans: its potential use in the determination of free d-glutamate in biological samples","Katane M, Kuwabara H, Nakayama K, Saitoh Y, Miyamoto T, Sekine M, Homma H.","Biochim Biophys Acta Proteins Proteom. 2020 Aug;1868(8):140442. doi: 10.1016/j.bbapap.2020.140442. Epub 2020 May 3.","Katane M","Biochim Biophys Acta Proteins Proteom","2020","2020/05/08","","","10.1016/j.bbapap.2020.140442"
"27506200","A tissue-specific protein purification approach in Caenorhabditis elegans identifies novel interaction partners of DLG-1/Discs large","Waaijers S, Muñoz J, Berends C, Ramalho JJ, Goerdayal SS, Low TY, Zoumaro-Djayoon AD, Hoffmann M, Koorman T, Tas RP, Harterink M, Seelk S, Kerver J, Hoogenraad CC, Bossinger O, Tursun B, van den Heuvel S, Heck AJ, Boxem M.","BMC Biol. 2016 Aug 9;14:66. doi: 10.1186/s12915-016-0286-x.","Waaijers S","BMC Biol","2016","2016/08/11","PMC4977824","","10.1186/s12915-016-0286-x"
"26923601","C. elegans S6K Mutants Require a Creatine-Kinase-like Effector for Lifespan Extension","McQuary PR, Liao CY, Chang JT, Kumsta C, She X, Davis A, Chu CC, Gelino S, Gomez-Amaro RL, Petrascheck M, Brill LM, Ladiges WC, Kennedy BK, Hansen M.","Cell Rep. 2016 Mar 8;14(9):2059-2067. doi: 10.1016/j.celrep.2016.02.012. Epub 2016 Feb 25.","McQuary PR","Cell Rep","2016","2016/03/01","PMC4823261","NIHMS759043","10.1016/j.celrep.2016.02.012"
"29259193","JAK/STAT and TGF-ß activation as potential adverse outcome pathway of TiO(2)NPs phototoxicity in Caenorhabditis elegans","Kim H, Jeong J, Chatterjee N, Roca CP, Yoon D, Kim S, Kim Y, Choi J.","Sci Rep. 2017 Dec 19;7(1):17833. doi: 10.1038/s41598-017-17495-8.","Kim H","Sci Rep","2017","2017/12/21","PMC5736661","","10.1038/s41598-017-17495-8"
"24819046","Metabolomics analysis uncovers that dietary restriction buffers metabolic changes associated with aging in Caenorhabditis elegans","Pontoizeau C, Mouchiroud L, Molin L, Mergoud-Dit-Lamarche A, Dallière N, Toulhoat P, Elena-Herrmann B, Solari F.","J Proteome Res. 2014 Jun 6;13(6):2910-9. doi: 10.1021/pr5000686. Epub 2014 May 22.","Pontoizeau C","J Proteome Res","2014","2014/05/14","PMC4059273","","10.1021/pr5000686"
"16366296","Peptidomics of Caenorhabditis elegans: in search of neuropeptides","Husson SJ, Clynen E, Baggerman G, De Loof A, Schoofs L.","Commun Agric Appl Biol Sci. 2005;70(2):153-6.","Husson SJ","Commun Agric Appl Biol Sci","2005","2005/12/22","","",""
"29069475","APPRIS 2017: principal isoforms for multiple gene sets","Rodriguez JM, Rodriguez-Rivas J, Di Domenico T, Vázquez J, Valencia A, Tress ML.","Nucleic Acids Res. 2018 Jan 4;46(D1):D213-D217. doi: 10.1093/nar/gkx997.","Rodriguez JM","Nucleic Acids Res","2018","2017/10/26","PMC5753224","","10.1093/nar/gkx997"
"27732836","NAD(+) Replenishment Improves Lifespan and Healthspan in Ataxia Telangiectasia Models via Mitophagy and DNA Repair","Fang EF, Kassahun H, Croteau DL, Scheibye-Knudsen M, Marosi K, Lu H, Shamanna RA, Kalyanasundaram S, Bollineni RC, Wilson MA, Iser WB, Wollman BN, Morevati M, Li J, Kerr JS, Lu Q, Waltz TB, Tian J, Sinclair DA, Mattson MP, Nilsen H, Bohr VA.","Cell Metab. 2016 Oct 11;24(4):566-581. doi: 10.1016/j.cmet.2016.09.004.","Fang EF","Cell Metab","2016","2016/10/13","PMC5777858","NIHMS817842","10.1016/j.cmet.2016.09.004"
"32259199","Mitochondrial translation and dynamics synergistically extend lifespan in C. elegans through HLH-30","Liu YJ, McIntyre RL, Janssens GE, Williams EG, Lan J, van Weeghel M, Schomakers B, van der Veen H, van der Wel NN, Yao P, Mair WB, Aebersold R, MacInnes AW, Houtkooper RH.","J Cell Biol. 2020 Jun 1;219(6):e201907067. doi: 10.1083/jcb.201907067.","Liu YJ","J Cell Biol","2020","2020/04/08","PMC7265311","","10.1083/jcb.201907067"
"33724708","HLH-30-dependent rewiring of metabolism during starvation in C. elegans","Dall KB, Havelund JF, Harvald EB, Witting M, Faergeman NJ.","Aging Cell. 2021 Apr;20(4):e13342. doi: 10.1111/acel.13342. Epub 2021 Mar 16.","Dall KB","Aging Cell","2021","2021/03/16","PMC8045935","","10.1111/acel.13342"
"38252833","Amino acid and protein specificity of protein fatty acylation in C. elegans","Zhang B, Yu Y, Fox BW, Liu Y, Thirumalaikumar VP, Skirycz A, Lin H, Schroeder FC.","Proc Natl Acad Sci U S A. 2024 Jan 30;121(5):e2307515121. doi: 10.1073/pnas.2307515121. Epub 2024 Jan 22.","Zhang B","Proc Natl Acad Sci U S A","2024","2024/01/22","PMC10835129","","10.1073/pnas.2307515121"
