Gene	Synonyms
FBti0061174	Fw2
FBgn0026147	TTLL4A
FBgn0263996	CG43739
FBgn0017457	U2af38
FBti0019104	F
FBgn0265908	CR44697
FBgn0032446	IFT43
FBgn0053731	430e
FBgn0040262	Ugt37C2
FBgn0261268	Cul3
FBgn0263584	CR43609
FBgn0014859	Hr38
FBgn0083968	CG34132
FBti0019138	roo
FBgn0040070	Trx2
FBti0019136	copia
FBgn0266161	CR44867
FBgn0263095	CR43363
FBti0062852	G5A
FBgn0051946	Arg-TCT-3-1
FBti0019202	X
FBgn0031830	COX5B
FBti0063588	INE-1
FBti0019153	X
FBgn0266799	CR45261
FBgn0032746	CG10470
FBgn0032943	Tsp39D
FBgn0031926	CG6739
FBti0060358	Cr1a
FBgn0031443	Prosbeta4R2
FBgn0031702	fusl
FBgn0051820	CG31820
FBgn0027560	Tps1
FBgn0032967	CG1428
FBti0019850	HB
FBgn0051805	CG31805
FBgn0053635	CG33635
FBti0060350	INE-1
FBgn0032779	Alp12
FBgn0051720	mthl15
FBgn0262601	SmB
FBgn0053303	CG33303
FBgn0051789	CG31789
FBgn0041103	nht
FBgn0031990	PAPLA1
FBti0060620	Cr1a
FBgn0031540	Pif1
FBgn0051872	CG31872
FBgn0053865	CG33865
FBgn0031295	CG4375
FBgn0032268	CG6138
FBgn0053322	CG33322
FBgn0032868	CG17472
FBgn0031952	Cdc14
FBti0063555	HB
FBgn0032867	CG15475
FBti0060319	Cr1a
FBgn0265945	CR44732
FBgn0266363	CG45011
FBgn0001089	Gal
FBgn0040297	Nhe2
FBgn0265075	CR44186
FBgn0261938	PolrMT
FBgn0032787	CG10195
FBti0064148	INE-1
FBti0064249	INE-1
FBgn0032015	Ostgamma
FBti0019149	G2
FBgn0051802	CG31802
FBti0063614	INE-1
FBgn0028871	Cpr35B
FBgn0051804	CG31804
FBgn0005664	Crys
FBgn0031407	CG4270
FBgn0262999	CG43307
FBgn0015316	Try29F
FBgn0015777	nrv2
FBgn0263873	sick
FBgn0001137	grk
FBgn0250843	Prosalpha6
FBgn0053884	CG33884
FBgn0051735	CG31735
FBti0019196	roo
FBti0062086	INE-1
FBgn0040098	lectin-29Ca
FBgn0024689	fws
FBgn0028430	He
FBgn0031345	CG18132
FBgn0032242	CG5355
FBti0063320	INE-1
FBgn0031820	Daxx
FBgn0028387	chm
FBti0061158	HMS-Beagle2
FBgn0266313	CR44978
FBgn0053923	CG33923
FBti0064057	INE-1
FBgn0263611	CR43620
FBgn0266358	CR45006
FBgn0031419	CG15390
FBti0019851	G4
FBgn0024352	Stip1
FBgn0031736	CG11030
FBgn0264365	CR43817
FBgn0028517	CG18478
FBgn0051866	Ada1-2
FBgn0014417	Naglu
FBti0019265	HMS-Beagle
FBgn0051633	CG31633
FBti0060357	FB
FBti0060718	transib2
FBti0019098	roo
FBgn0051926	CG31926
FBgn0053282	CG33282
FBgn0262356	CG43054
FBti0061431	INE-1
FBgn0031739	CG14005
FBgn0263523	mir-4972
FBti0064135	INE-1
FBgn0260718	CR42545
FBti0060624	G
FBgn0031479	Prx6a
FBgn0267276	CR45712
FBti0064128	INE-1
FBgn0031865	Nha1
FBgn0264342	CG43798
FBgn0053819	CG33819
FBgn0000964	tj
FBgn0032198	eEF1delta
FBgn0265798	CR44587
FBgn0266897	CR45357
FBti0063365	INE-1
FBgn0014000	Hf
FBgn0031520	CG8837
FBgn0005322	nmd
FBgn0031381	Npc2a
FBgn0051773	Fpgs2
FBgn0041182	Tep2
FBti0019870	invader2
FBti0062800	INE-1
FBgn0043364	cbt
FBgn0032889	CG9331
FBgn0028936	NimB5
FBgn0053843	CG33843
FBgn0262177	mir-375
FBgn0265079	CR44190
FBti0062150	INE-1
FBgn0027949	msb1l
FBgn0031835	Dpp10
FBgn0028398	Taf10
FBti0019223	BS
FBti0062512	INE-1
FBti0063629	INE-1
FBgn0032100	CG13108
FBgn0053814	CG33814
FBgn0031730	CG7236
FBgn0051935	Rab3GAP1
FBgn0266206	CR44901
FBgn0031930	CG7025
FBti0063393	INE-1
FBgn0031768	IPIP
FBgn0083038	Psi18S-525a
FBgn0020270	mre11
FBgn0263526	mir-4971
FBgn0265414	CR44326
FBti0063101	INE-1
FBgn0021856	l(2)k14505
FBgn0083029	Psi18S-525j
FBgn0000351	cort
FBgn0259230	lectin-22C
FBgn0028932	CG16890
FBgn0031720	CG14013
FBgn0267258	CR45694
FBgn0053821	CG33821
FBgn0266148	CR44854
FBgn0053878	CG33878
FBti0061564	INE-1
FBgn0287234	slf
FBgn0031644	CG15625
FBgn0287668	CR46495
FBgn0051609	CG31609
FBti0062820	pogo
FBgn0266318	CR44983
FBgn0003923	38ABb
FBgn0051702	tplus3a
FBgn0053737	430k
FBti0060370	INE-1
FBgn0032669	CG15155
FBgn0259715	CG42369
FBgn0264883	CR44074
FBgn0010583	dock
FBgn0264544	CG43923
FBgn0051988	CG31988
FBti0063615	INE-1
FBgn0266154	CR44860
FBgn0031764	CG9107
FBgn0031731	CG14007
FBgn0264886	CR44077
FBgn0266071	CR44824
FBgn0032665	CG15152
FBti0062843	INE-1
FBgn0086266	Vm26Ac
FBgn0262002	CG42820
FBgn0003346	RanGAP
FBti0019752	roo
FBgn0032754	CG10700
FBti0064052	INE-1
FBgn0031468	CG2975
FBgn0031636	CG12194
FBgn0250786	Chd1
FBgn0032348	CG4751
FBgn0266211	CR44906
FBgn0028532	CG7968
FBgn0032822	CG10466
FBgn0264363	CG43815
FBti0019880	F
FBgn0027582	CG6230
FBti0064188	INE-1
FBgn0032625	CG15136
FBgn0053730	430d
FBgn0266023	CR44788
FBti0063479	INE-1
FBti0063482	INE-1
FBgn0266879	CR45340
FBti0019225	mariner2
FBti0061574	INE-1
FBgn0032726	CG10621
FBgn0085199	CG34170
FBgn0085204	CG34175
FBgn0031375	erm
FBgn0031299	CG4629
FBgn0040506	ACXE
FBgn0032345	Dnaaf4
FBgn0032094	CG12439
FBgn0032682	grnd
FBgn0011860	Gly-GCC-1-2
FBgn0031294	IA-2
FBgn0083035	Psi18S-525d
FBgn0266912	CR45372
FBgn0263561	mir-4984
FBgn0053868	CG33868
FBti0019205	roo
FBgn0051862	CG31862
FBgn0262400	mir-287
FBgn0031688	Cyp28d2
FBti0062177	INE-1
FBgn0053822	CG33822
FBgn0031360	CG31937
FBti0060534	H
FBgn0032859	Arpc2
FBgn0266844	CR45306
FBgn0053807	CG33807
FBgn0053828	CG33828
FBgn0053829	CG33829
FBgn0011985	Ser-AGA-2-3
FBgn0032702	CG10376
FBti0062203	INE-1
FBti0019171	G2
FBgn0262106	CR42859
FBgn0263096	CR43364
FBgn0265807	CR44596
FBgn0266428	CR43463
FBgn0262272	mir-1002
FBgn0264432	CG43850
FBgn0032717	CG10600
FBgn0260486	Ziz
FBgn0263355	CG31688
FBgn0031589	Naprt
FBti0060095	invader1
FBgn0031505	ND-B14.5B
FBgn0266150	CR44856
FBgn0040097	lectin-30A
FBgn0032398	CG6766
FBgn0052982	CG32982
FBgn0032851	CG13970
FBgn0051787	CG31787
FBgn0265996	CR44771
FBgn0026755	Ugt37B1
FBgn0031903	Wnt10
FBti0019224	blood
FBgn0002563	Lsp1beta
FBgn0051849	Mgat3
FBgn0001942	eIF4A
FBgn0031721	CG14017
FBgn0085202	CG34173
FBgn0051676	CG31676
FBgn0085396	CG34367
FBti0062931	gypsy4
FBgn0028847	CG9014
FBgn0031558	CG16704
FBgn0265819	CR44608
FBti0063584	INE-1
FBgn0051902	Spn28Da
FBti0059713	Doc
FBgn0028506	CG4455
FBgn0045486	Gr36b
FBgn0051618	CG31618
FBgn0031310	Vps29
FBgn0263339	CR43420
FBgn0031895	CG4497
FBti0062970	INE-1
FBgn0031257	CG4133
FBgn0028375	heix
FBgn0054007	CG34007
FBti0215311	H
FBgn0028990	Spn27A
FBgn0021944	Coprox
FBgn0261020	wol
FBgn0051939	Gln-CTG-2-4
FBgn0262683	CG43153
FBgn0051954	CG31954
FBgn0266317	CR44982
FBgn0002887	mus201
FBgn0040107	lectin-21Ca
FBti0063465	INE-1
FBgn0262944	CR43263
FBgn0020616	SA1
FBgn0051601	CG31601
FBgn0267995	CR46262
FBgn0263568	mir-4946
FBgn0031759	Kdm5
FBgn0028941	CG16853
FBgn0001983	wor
FBti0019834	BS
FBgn0053315	CR33315
FBgn0266838	CR45300
FBgn0266909	CR45369
FBgn0053307	CG33307
FBgn0283550	mir-9382
FBgn0267828	Fatp1
FBgn0051901	Mur29B
FBgn0025115	Acyp
FBgn0053745	430s
FBgn0028935	CG7653
FBgn0263474	PsiU2-38.40.42
FBti0019129	diver
FBti0019228	roo
FBgn0032074	Tsp29Fa
FBti0062932	gypsy6
FBgn0267279	CR45715
FBgn0051898	CG31898
FBgn0015035	Cyp4e3
FBgn0051712	Arglu1
FBti0060623	Cr1a
FBgn0005593	RpL7
FBgn0263235	Phae2
FBgn0265088	CR44199
FBti0019144	Rt1b
FBgn0003313	sala
FBti0063459	INE-1
FBgn0032313	CG14070
FBgn0028852	CG15262
FBgn0031417	CG3597
FBgn0031628	CG3294
FBgn0266031	CR44796
FBgn0053194	CheA29a
FBgn0003310	S
FBgn0040508	ACXC
FBgn0032728	Tango6
FBti0060716	diver2
FBgn0085195	CG34166
FBgn0259717	CG42371
FBgn0262631	CR43148
FBgn0031844	CG13771
FBgn0053812	CG33812
FBti0062121	INE-1
FBti0059636	Cr1a
FBgn0083032	Psi18S-525g
FBgn0262029	dachs
FBgn0031495	GABPI
FBgn0085190	CG34161
FBgn0265069	CR44180
FBgn0031235	CG13693
FBgn0265545	CR44395
FBgn0259964	Sfp33A3
FBgn0000721	for
FBgn0000256	capu
FBgn0015338	CG5861
FBgn0262243	mir-964
FBgn0031621	Elba3
FBgn0026394	Or24a
FBti0019160	F
FBgn0051614	CR31614
FBgn0032228	CtsL4
FBgn0032612	CG13282
FBgn0053818	CG33818
FBgn0013810	Dhc36C
FBgn0054003	NimB3
FBgn0266165	CR44871
FBgn0051664	CG31664
FBgn0000229	bsk
FBgn0053299	CG33299
FBti0019220	Tirant
FBgn0031979	CCDC53
FBti0064139	INE-1
FBgn0031331	CG5440
FBgn0041004	CG17715
FBgn0031249	CG11911
FBgn0051864	Qtzl
FBgn0000146	aub
FBgn0267265	CR45701
FBgn0264439	CR43857
FBgn0042126	CG18788
FBti0062201	INE-1
FBgn0283440	solo
FBgn0032620	CG12288
FBgn0031409	CG4271
FBgn0031655	Marcal1
FBti0059835	INE-1
FBti0060299	INE-1
FBti0061153	gypsy8
FBgn0026756	Ugt37A1
FBgn0032387	CG16965
FBti0019204	jockey
FBgn0267288	CR45724
FBgn0263050	CG43345
FBgn0010097	gammaTub37C
FBgn0260639	gammaTub23C
FBgn0053854	CG33854
FBgn0004915	TfIIB
FBgn0264996	CR44147
FBgn0002031	Phb1
FBgn0262359	CG43057
FBgn0032503	CG16825
FBgn0053740	430n
FBgn0264392	CR43840
FBgn0032406	CG14947
FBgn0053117	TotE
FBgn0266832	CR45294
FBgn0002855	Acp26Aa
FBgn0031799	Pez
FBgn0040715	CG15386
FBgn0032388	CG6686
FBgn0010497	dmGlut
FBgn0015663	Ugt36A1
FBti0019150	Tabor
FBgn0032231	CG5056
FBgn0032178	Spn31A
FBti0060186	INE-1
FBgn0028879	wwk
FBgn0001142	Gs1
FBgn0266204	CR44899
FBgn0014010	Rab5
FBti0215340	roo
FBgn0004583	ex
FBgn0052987	CG32987
FBgn0284082	CG46304
FBgn0265802	CR44591
FBgn0031265	CG2794
FBgn0000588	esc
FBgn0085409	smal
FBgn0020443	eRF3
FBti0064116	I
FBti0061398	Doc
FBgn0003046	Pcp
FBti0060789	INE-1
FBgn0032683	kon
FBgn0262456	mir-125
RR48345_transposable_element	Juan; RR48345
FBgn0267264	CR45700
FBgn0040011	Slmap
FBti0064121	INE-1
FBgn0029095	aru
FBgn0028572	qtc
FBgn0266881	CR45342
FBgn0032222	Cox10
FBgn0053882	CG33882
FBgn0266841	CR45303
FBgn0267285	CR45721
FBgn0283659	THG
FBgn0032067	LManIV
FBgn0031403	CG15387
FBgn0027586	Jhbp14
FBgn0032642	Lamtor3
FBti0063268	blood
FBti0062045	X
FBgn0021967	ND-PDSW
FBti0059767	roo
FBgn0032434	CG5421
FBgn0265910	CR44699
FBti0019874	transib3
FBgn0261582	CG42692
FBgn0053533	lectin-37Db
FBgn0053898	CG33898
FBgn0053723	CG33723
FBgn0045038	Proc
FBgn0266905	CR45365
FBti0063484	INE-1
FBti0061173	gypsy7
FBgn0014906	Hydr2
FBgn0261567	CG42681
FBgn0266036	CR44801
FBti0063710	INE-1
FBgn0032454	CG5787
FBgn0032375	CG14932
FBti0062264	INE-1
FBgn0266166	CR44872
FBgn0010520	Bka
FBgn0053319	CR33319
FBgn0267282	CR45718
FBgn0032082	CG18088
FBgn0028838	CSN1a
FBgn0051809	CG31809
FBgn0032216	Usp14
FBgn0032964	CG11630
FBgn0028490	CG31705
FBgn0032590	CG4631
FBgn0031255	BBS8
FBgn0261790	SmE
FBti0060588	hopper
FBgn0031969	pes
FBti0061428	H
FBgn0051785	Grl36b
FBgn0263322	CG43403
FBti0063464	INE-1
FBgn0265794	CR44583
FBgn0031826	CG9550
FBgn0263321	CG43402
FBgn0032292	EMC3
FBti0019186	Doc
FBgn0265254	CR44268
FBgn0031785	CG13991
FBgn0031692	TpnC25D
FBgn0259713	CG42367
FBti0019760	hopper
FBgn0031284	PGAP2
FBgn0053850	CG33850
FBgn0015808	ScpX
FBgn0031377	CG15356
FBgn0040989	CG5693
FBgn0086710	RpL30
FBgn0031914	CG5973
FBgn0260228	CG42502
FBti0019221	baggins
FBti0062949	Circe
FBgn0262377	mir-2a-1
FBgn0266308	CR44973
FBgn0031872	ihog
FBgn0259962	Sfp33A1
FBgn0053126	NLaz
FBgn0032289	CG6431
FBgn0263846	CG43707
FBgn0259958	Sfp24F
FBgn0040964	CG18661
FBgn0016698	Ptpa
FBgn0053511	CG33511
FBgn0267003	CR45447
FBti0019180	Tabor
FBgn0262455	mir-1
FBti0019151	copia
FBgn0022153	l(2)k05819
FBgn0266168	CR44874
FBgn0266459	CG45084
FBgn0264364	CG43816
FBgn0012018	Tyr-GTA-1-9
FBgn0031708	CG7382
FBgn0053852	CG33852
FBgn0265814	CR44603
FBgn0031585	CG2955
RR48497_transposable_element	S; RR48497
FBgn0031397	CG15385
FBgn0266070	CR44823
FBgn0266822	CR45284
FBgn0263465	kis-a
FBgn0031945	CG7191
FBgn0025366	Ip259
FBgn0265071	CR44182
FBgn0031734	CG11147
FBti0019852	HB
FBgn0004797	mdy
FBgn0264440	CR43858
FBgn0028950	CG15255
FBgn0031980	RpL36A
FBti0019166	Doc
FBti0019109	opus
FBgn0263971	CG43725
FBgn0265968	Tfb5
FBgn0264946	CR44115
FBgn0267289	CR45725
FBgn0065053	Me18S-C1831
FBgn0266834	CR45296
FBgn0010612	ATPsynG
FBti0063042	INE-1
FBgn0031724	CG18266
FBgn0052463	Tengl2
FBgn0045495	Gr28b
FBgn0086856	CG11555
FBgn0266027	TS15
FBgn0011559	Acp36DE
FBti0060536	Doc4
FBgn0041247	Gr28a
FBti0062969	INE-1
FBgn0028948	CG15253
FBgn0053531	Ddr
FBgn0261805	CG42751
FBgn0031462	CG2964
FBgn0259683	Ir40a
FBti0063035	INE-1
FBgn0014857	His3.3A
FBti0019766	H
FBti0060295	gypsy11
FBgn0265821	CR44610
FBgn0031547	Sr-CIV
FBgn0287610	CR46479
FBgn0032849	mRpS18B
FBgn0085407	Pvf3
FBgn0263256	CG43394
FBgn0065100	254
FBti0059776	diver2
FBgn0032897	bero
FBgn0053849	CG33849
FBgn0032723	ssp3
FBgn0032582	CG13258
FBgn0284251	l(2)05287
FBgn0262140	CG42866
FBti0063321	INE-1
FBgn0051963	Trp-CCA-2-1
FBgn0261357	CG42634
FBgn0266365	CR45013
FBgn0032391	escl
FBgn0032635	CG15141
FBgn0041336	Cyp6t2Psi
FBgn0032749	Phlpp
FBti0063666	INE-1
FBgn0031261	nAChRbeta3
FBti0019218	jockey
FBgn0085370	Pde11
FBti0060300	INE-1
FBgn0266869	CR45330
FBgn0032949	Lamp1
FBgn0265805	CR44594
FBti0019259	gypsy6
FBgn0027348	bgm
FBgn0053837	CG33837
FBgn0051989	Cap-D3
FBti0019167	Quasimodo
FBgn0265905	CR44694
FBgn0053742	430p
FBgn0001941	ifc
FBgn0087041	Hyls1
FBgn0264341	CG43797
FBti0064299	INE-1
FBgn0083026	Psi18S-640a
FBgn0051730	CG31730
FBgn0263746	CR43671
FBgn0046113	GluRIIC
FBgn0032005	Snx6
FBti0062895	FB
FBgn0267290	CR45726
FBti0019210	blood
FBgn0265801	CR44590
FBgn0032204	CG4953
FBgn0051956	Pgant4
FBti0019118	Juan
FBgn0032330	Samuel
FBgn0266800	CR45262
FBti0019789	G
FBgn0262947	CR43266
FBgn0032233	dpr19
FBgn0032247	CG5188
FBgn0266557	kis
FBgn0265827	CR44616
FBgn0031832	Trmt6
FBgn0053743	430q
FBti0063170	INE-1
FBgn0265262	Vha68-1
FBgn0051627	CG31627
FBgn0085410	TrissinR
FBgn0086909	CG31751
FBgn0011829	Ret
FBgn0028570	robl22E
FBgn0032472	CG9928
FBgn0001086	fzy
FBgn0028965	CG9933
FBgn0031472	CG2983
FBgn0032297	CG17124
FBti0059794	Doc
FBgn0264999	CR44150
FBti0063350	Max
FBgn0265911	CR44700
FBgn0031513	CG3347
FBgn0024740	Lip2
FBgn0260000	CG17570
FBti0064298	INE-1
FBgn0032563	CG15258
FBti0064264	INE-1
FBgn0053810	CG33810
FBgn0032217	CG4972
FBgn0046704	Liprin-alpha
FBti0019226	I
FBgn0053121	Spn28Db
FBgn0031542	CG15414
FBgn0032408	CG6712
FBgn0032218	CG5381
FBgn0261563	wb
FBgn0051975	CG31975
FBgn0025881	Me18S-A1576
FBgn0032809	CG13078
FBgn0031695	Cyp4ac3
FBti0062014	INE-1
FBgn0032512	Bdp1
FBgn0031493	Sf3b2
FBgn0264867	CR44058
FBgn0051797	CG31797
FBti0063625	INE-1
FBti0019248	R1A1
FBti0019113	copia
FBgn0029137	Patsas
FBti0019795	pogo
FBti0062509	INE-1
FBgn0011232	scat
FBgn0266878	CR45339
FBti0019249	Idefix
FBgn0031882	Rab30
FBgn0031902	Wnt6
RR49033_transposable_element	roo; RR49033
FBgn0032051	CG13097
FBgn0266823	CR45285
FBgn0264348	CR43804
FBgn0261836	Msp300
FBgn0031908	CG5177
FBgn0031423	CG3557
FBti0019845	HB
FBgn0262256	mir-959
FBgn0287218	CG46448
FBgn0053900	CG33900
FBgn0265951	CR44738
FBti0019211	pogo
FBti0064214	INE-1
FBgn0032122	CG31883
FBgn0259176	bun
FBgn0011648	Mad
FBgn0083960	CG34124
FBti0061430	Doc3
FBgn0031683	CG4230
FBgn0031592	Art2
FBgn0053839	CG33839
FBgn0263648	CR43639
FBgn0265823	CR44612
FBti0061526	INE-1
FBgn0032638	SPH93
FBgn0051810	CG31810
FBgn0032514	CG9302
FBti0060865	H
FBgn0267924	CR46205
FBgn0051914	Asp-GTC-1-1
FBti0019763	H
FBgn0031254	CG13692
FBgn0053306	CG33306
FBgn0045487	Gr36a
FBgn0263019	CR43314
FBgn0032908	CG9270
FBgn0053870	CG33870
FBti0062953	INE-1
FBgn0266906	CR45366
FBgn0043841	vir-1
FBti0019154	HMS-Beagle
FBgn0086039	Me28S-A2113
FBgn0032741	Sidpn
FBgn0267927	CR46208
FBgn0267488	Mcr
FBgn0261568	CG42682
FBgn0053806	CG33806
FBgn0264564	CR43936
FBgn0028911	Pro-AGG-1-3
FBgn0031470	CG18557
FBgn0266871	CR45332
FBgn0259936	Uhg3
FBgn0032694	MESR3
FBgn0032311	CG12517
FBti0019162	H
FBti0019843	Bari2
FBti0019132	Burdock
FBgn0267008	CR45452
FBgn0013531	MED20
FBgn0263027	CG43322
FBgn0267260	CR45696
FBgn0031431	CG3515
FBgn0264494	CG17646
FBgn0031483	CG9641
FBgn0032598	ChLD3
FBgn0051875	CG31875
FBgn0032637	CG5050
FBgn0041781	SCAR
FBgn0028542	NimB4
FBgn0031260	Spp
FBgn0028987	Spn28F
FBgn0015031	cype
FBgn0083028	Psi18S-525k
FBgn0029161	slmo
FBti0059745	copia
FBgn0040950	Muc26B
FBgn0266068	CR44821
FBgn0052971	CG32971
FBgn0053857	CG33857
FBgn0032191	Snx17
FBgn0031430	CG3528
FBgn0065108	ppk16
FBgn0058172	CR40172
FBgn0042627	FASN2
FBgn0265151	CR44220
FBti0064137	INE-1
FBgn0260750	Mulk
FBgn0266491	SclA
FBgn0032798	CG10132
FBgn0250837	dUTPase
FBgn0043022	38ABa
FBgn0045501	Gr22a
FBti0019168	jockey
FBgn0031357	mRpL48
FBgn0054010	Glyat
FBgn0265586	CR44413
FBti0064195	INE-1
FBgn0053861	CG33861
FBti0062254	X
FBgn0032900	CG14401
FBgn0031494	CG17219
FBgn0032079	CG31886
FBgn0265818	CR44607
FBgn0015399	kek1
FBgn0051922	CG31922
FBti0019788	jockey2
FBti0063662	INE-1
FBgn0029123	SoxN
FBgn0262452	mir-79
FBti0060561	INE-1
FBgn0032059	PrBP
FBgn0267269	TS11
FBgn0260749	Utx
FBti0019147	Rt1b
FBgn0260407	mRpS23
FBgn0027363	Stam
FBti0059852	Stalker2
FBgn0032401	Plzf
FBti0063689	mdg1
FBgn0021906	RFeSP
FBgn0028945	CG7631
FBgn0032533	CG16888
FBgn0031469	CG18558
FBgn0262620	CR43144
FBti0060585	INE-1
FBgn0264265	CR43765
FBgn0032105	borr
FBgn0032008	CG14277
FBgn0032467	Ube4B
FBgn0032369	CG6614
FBgn0032649	CG15145
FBgn0051851	Naa20B
FBgn0265787	CR44576
FBgn0265816	CR44605
FBgn0266158	CR44864
FBgn0001977	CIAPIN1
FBgn0264894	CG44085
FBgn0005660	Ets21C
FBgn0027600	obst-B
FBgn0083033	Psi18S-525f
FBgn0264081	CG43750
FBgn0266146	CR44852
FBgn0286913	CR46413
FBti0019214	blood
FBgn0261349	Mst36Fb
FBgn0015391	glu
FBgn0265679	CR44486
FBgn0024230	Hs2st
FBti0059705	invader5
FBgn0286875	CG46397
FBgn0016926	Pino
FBgn0028531	CG15286
FBgn0267007	CR45451
FBti0019156	F
FBgn0266833	CR45295
FBgn0031281	Saf6
FBgn0264875	CR44066
FBgn0032374	CG14931
FBti0019100	roo
FBti0064117	jockey
FBgn0003231	ref(2)P
FBti0060707	diver2
FBgn0051718	Ir31a
FBgn0263871	CR43718
FBgn0284248	Cyt-c-p
FBti0060348	FB
FBgn0053867	CR33867
FBgn0032322	CG16743
FBti0019860	G5
FBgn0026196	nop5
FBgn0262203	mir-967
FBgn0004177	mts
FBgn0032877	CG2617
FBgn0001986	Mtr4
FBgn0032400	CG6770
FBgn0259959	Sfp26Ac
FBgn0028540	CG9008
FBgn0028850	CG15260
FBgn0003866	tsh
FBgn0052988	CG32988
FBgn0031831	COX5BL
FBgn0267347	squ
FBgn0053883	CG33883
FBgn0015600	toc
FBgn0284230	CG46314
FBgn0264993	CR44144
FBgn0015320	Ubc2
FBgn0053826	CG33826
FBti0060175	jockey
FBgn0031399	mio
FBgn0011570	cpb
FBgn0267252	Ggamma30A
FBgn0051845	CR31845
FBgn0053893	CG33893
FBgn0262721	CG43165
FBgn0032455	Pih1D1
FBgn0032505	CG16826
FBgn0031716	CG14015
FBgn0028509	CenG1A
FBgn0032750	Dus4
FBgn0031650	synr
FBgn0051604	Asp-GTC-1-4
FBti0019187	opus
FBgn0032650	CG7094
FBti0062988	INE-1
FBgn0031800	CG9497
FBgn0017551	Rca1
FBgn0004363	porin
FBgn0000339	cni
FBgn0011737	Wee1
FBgn0031822	Phf5a
FBgn0262510	CR43080
FBgn0032864	CG2493
FBgn0265944	CR44731
FBgn0051944	Gln-CTG-2-3
FBti0063491	INE-1
FBgn0267271	CR45707
FBgn0032979	Clamp
FBgn0263200	Galt
FBgn0265000	CR44151
FBti0019092	jockey
FBgn0053642	CG33642
FBgn0032770	CG13086
FBgn0287788	Datp
FBgn0001185	her
FBgn0264545	CG43924
FBti0064196	INE-1
FBgn0053318	CR33318
FBgn0051961	Tbcc
FBgn0266214	CR44909
FBti0063319	INE-1
FBgn0085477	CG34448
FBgn0028952	Kebab
FBgn0031774	CG9147
FBgn0032235	CG5096
FBti0062176	INE-1
FBgn0028887	CG3491
FBti0060330	HB
FBgn0032863	Cdc23
FBgn0051721	Trim9
FBgn0264375	CR43827
FBgn0051729	CG31729
FBgn0265909	CR44698
FBgn0028569	robl37BC
FBgn0053744	430r
FBti0062152	INE-1
FBgn0266887	CR45348
FBgn0266670	Sec5
FBgn0040064	yip2
FBti0019133	BS
FBgn0002938	ninaC
FBti0064095	Cr1a
FBgn0264301	CG43779
FBgn0263843	CR43704
FBgn0032117	FucTB
FBgn0265795	CR44584
FBgn0266827	CR45289
FBti0019854	jockey2
FBgn0266003	CR44777
FBti0060414	gypsy4
FBti0064055	INE-1
FBti0061396	micropia
FBgn0031356	CG17660
FBgn0053894	CG33894
FBgn0027932	Akap200
FBgn0264264	CR43764
FBti0064218	gypsy
FBti0062873	G
FBgn0028554	x16
FBti0019115	springer
FBgn0031463	G6P
FBgn0028944	Semp1
FBgn0002036	CG10561
FBgn0020445	E23
FBgn0020371	Tim17b2
FBgn0262475	bru2
FBti0063900	INE-1
FBgn0000250	cact
FBgn0267573	CR45913
FBgn0261806	CG42752
FBgn0031320	CG5126
FBgn0032197	ova
FBti0063652	INE-1
FBti0019099	Bari1
FBgn0000075	amd
FBgn0266915	CR45375
FBgn0265155	CR44224
FBgn0004868	Gdi
FBgn0053886	CG33886
FBgn0260954	CG42586
FBgn0032096	Or30a
FBti0019258	frogger
FBgn0261396	Rpn3
FBgn0264922	Sumo
FBgn0031977	baf
FBgn0015299	Ssb-c31a
FBgn0265790	CR44579
FBgn0266891	CR45351
FBgn0032287	CG6415
FBgn0032214	CG4968
FBgn0267739	CR46070
FBgn0085211	RpS28-like
FBgn0031590	CG3702
FBgn0262191	mir-2497
FBgn0031715	tomb
FBgn0031564	CG2816
FBti0019106	blood
FBgn0267439	CR45789
FBgn0267259	CR45695
FBgn0042701	CR12628
FBgn0000636	Fas3
FBti0062156	INE-1
FBgn0053903	CG33903
FBgn0032435	Oatp33Eb
FBgn0266321	CR44986
FBti0064186	INE-1
FBti0062204	INE-1
FBgn0051889	Asp-GTC-1-7
FBgn0266911	CR45371
FBgn0032163	TbCMF46
FBgn0086347	Myo31DF
FBgn0085664	CR41519
FBgn0031379	CG7289
FBgn0041183	Tep1
FBgn0000018	abo
FBti0062234	G5A
FBgn0000182	BicC
FBgn0032052	PIG-U
FBti0062118	INE-1
FBgn0069354	Porin2
FBgn0051752	CG31752
FBgn0266208	CR44903
FBti0019105	jockey
FBti0063457	INE-1
FBgn0031676	senju
FBti0064247	INE-1
FBgn0264376	CR43828
FBgn0031975	Tg
FBgn0016977	spen
FBgn0031227	Pus10
FBgn0032609	CG13280
FBgn0051973	Cda5
FBgn0031422	PIG-Wa
FBgn0032296	CG6729
FBgn0031623	Taf12L
FBgn0053928	CG33928
FBgn0032618	CG31743
FBgn0032734	CG15169
FBgn0267579	CR45919
FBgn0266366	CR45014
FBgn0032420	CG6583
FBgn0264995	CR44146
FBgn0259951	Sfp24Ba
FBgn0266143	CR44849
FBgn0065096	359
FBgn0051717	CG31717
FBgn0032856	CG16798
FBgn0261800	LanB1
FBgn0286198	LKRSDH
FBgn0011832	Ser12
FBti0063169	INE-1
FBgn0265947	CR44734
FBgn0031697	CG14024
FBgn0287724	Ca-beta
FBti0060549	HMS-Beagle
FBgn0265584	CR44411
FBgn0031997	PGAP5
FBti0062245	invader2
